,Order Date,Ship Mode,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,SalePerQuant
61,2016-06-17,0,0,488,30,1,531,1,2,1298,1.68,1.0,0.0,0.84,1.68
62,2015-11-24,3,0,266,3,3,1588,2,0,1599,13.98,2.0,0.0,6.1512,6.99
63,2015-11-24,3,0,266,3,3,677,1,3,66,25.824,6.0,0.2,9.3612,4.304
64,2015-11-24,3,0,266,3,3,1237,1,12,1731,146.73,3.0,0.0,68.9631,48.91
65,2015-11-24,3,0,266,3,3,153,0,9,1034,79.76,4.0,0.0,22.3328,19.94
66,2015-04-30,3,2,80,11,0,65,0,5,770,213.115,5.0,0.3,-15.2225,42.623000000000005
67,2014-12-05,3,1,166,1,3,557,1,2,885,1113.024,8.0,0.2,111.3024,139.128
68,2014-12-05,3,1,166,1,3,1785,2,13,1849,167.968,4.0,0.2,62.988,41.992
69,2016-06-04,0,0,464,44,2,1050,1,12,1456,75.88,2.0,0.0,35.6636,37.94
70,2016-09-18,3,0,329,30,1,832,1,3,235,4.616,1.0,0.2,1.731,4.616
71,2017-09-14,2,0,215,20,0,1276,1,12,1530,19.05,3.0,0.0,8.763,6.3500000000000005
72,2015-04-26,3,0,289,40,2,56,0,5,814,831.936,8.0,0.2,-114.3912,103.992
73,2015-04-26,3,0,289,40,2,267,0,9,1546,97.04,2.0,0.2,1.213,48.52
74,2015-04-26,3,0,289,40,2,1406,1,14,1382,72.784,1.0,0.2,-18.196,72.784
75,2017-12-09,0,1,207,41,0,809,1,3,542,1.248,3.0,0.8,-1.9344,0.416
76,2017-12-09,0,1,207,41,0,147,0,9,30,9.708,3.0,0.6,-5.8248,3.236
77,2017-12-09,0,1,207,41,0,1307,1,14,1449,27.24,3.0,0.2,2.724,9.08
78,2014-11-26,2,0,207,41,0,250,0,9,564,19.3,5.0,0.6,-14.475,3.8600000000000003
79,2016-06-12,0,1,116,0,2,416,1,1,8,208.16,1.0,0.0,56.2032,208.16
80,2016-06-12,0,1,116,0,2,732,1,3,247,16.74,3.0,0.0,8.0352,5.579999999999999
81,2014-10-12,3,0,438,3,3,542,1,2,1304,14.9,5.0,0.0,4.172,2.98
82,2014-10-12,3,0,438,3,3,1368,1,14,1466,21.39,1.0,0.0,6.2031,21.39
83,2015-09-03,3,1,128,31,2,850,1,7,940,200.984,7.0,0.2,62.8075,28.712
84,2017-11-13,0,2,80,11,0,1398,1,14,1381,230.376,3.0,0.2,-48.9549,76.792
85,2017-05-28,2,0,93,38,2,63,0,5,1173,301.96,2.0,0.0,33.2156,150.98
86,2017-10-26,3,0,410,21,0,1513,2,0,1023,19.99,1.0,0.0,6.7966,19.99
87,2017-10-26,3,0,410,21,0,945,1,10,221,6.16,2.0,0.0,2.9568,3.08
88,2016-04-05,2,2,207,41,0,1391,1,14,582,158.368,7.0,0.2,13.8572,22.624
89,2016-09-17,3,1,266,3,3,632,1,2,1579,20.1,3.0,0.0,6.633,6.7
90,2016-09-17,3,1,266,3,3,1830,2,13,1244,73.584,2.0,0.2,8.2782,36.792
91,2016-09-17,3,1,266,3,3,1038,1,12,1787,6.48,1.0,0.0,3.1104,6.48
92,2015-01-31,2,0,300,21,0,1207,1,12,1791,12.96,2.0,0.0,6.2208,6.48
93,2015-01-31,2,0,300,21,0,272,0,9,1440,53.34,3.0,0.0,16.5354,17.78
94,2015-01-31,2,0,300,21,0,752,1,3,904,32.96,2.0,0.0,16.1504,16.48
95,2017-11-06,3,2,389,35,3,836,1,3,673,5.682,1.0,0.7,-3.788,5.682
96,2017-11-09,2,2,329,30,1,159,0,9,31,96.53,7.0,0.0,40.5426,13.790000000000001
97,2017-06-17,0,0,438,3,3,708,1,3,1573,51.312,3.0,0.2,17.9592,17.104
98,2016-09-06,3,1,427,21,0,385,1,1,637,77.88,6.0,0.0,22.5852,12.979999999999999
99,2016-08-29,3,2,80,11,0,1210,1,12,261,64.624,7.0,0.2,22.6184,9.232
100,2016-08-29,3,2,80,11,0,1506,2,0,1405,95.976,3.0,0.2,-10.7973,31.992
101,2016-08-29,3,2,80,11,0,743,1,3,255,1.788,3.0,0.8,-3.0396,0.596
102,2016-12-01,2,0,410,21,0,1246,1,12,1589,23.92,4.0,0.0,11.7208,5.98
103,2015-11-13,3,0,24,4,3,1500,2,0,1007,238.896,6.0,0.2,-26.8758,39.815999999999995
104,2015-11-13,3,0,24,4,3,283,0,9,511,102.36,3.0,0.2,-3.8385,34.12
105,2015-11-13,3,0,24,4,3,747,1,3,270,36.882,3.0,0.7,-25.8174,12.293999999999999
106,2017-11-23,3,0,74,31,2,1562,2,0,1078,74.112,8.0,0.2,17.6016,9.264
107,2017-11-23,3,0,74,31,2,1791,2,13,1478,27.992,1.0,0.2,2.0994,27.992
108,2017-11-23,3,0,74,31,2,482,1,2,1162,3.304,1.0,0.2,1.0738,3.304
109,2015-10-15,3,2,352,11,0,1477,2,0,1021,339.96,5.0,0.2,67.992,67.99199999999999
110,2017-12-25,3,1,329,30,1,202,0,9,1040,41.96,2.0,0.0,10.9096,20.98
111,2016-11-03,3,0,494,13,0,481,1,2,888,75.96,2.0,0.0,22.788,37.98
112,2016-11-03,3,0,494,13,0,797,1,3,237,27.24,6.0,0.0,13.3476,4.54
113,2014-08-25,2,0,94,33,1,908,1,8,1197,40.096,14.0,0.2,14.5348,2.864
114,2014-08-25,2,0,94,33,1,871,1,7,1340,4.72,2.0,0.2,1.652,2.36
115,2014-08-25,2,0,94,33,1,1285,1,12,1707,23.976,3.0,0.2,7.4925,7.992
116,2014-08-25,2,0,94,33,1,869,1,7,1581,130.464,6.0,0.2,44.0316,21.744
117,2015-03-02,3,0,452,45,3,332,0,16,854,787.53,3.0,0.0,165.3813,262.51
118,2015-04-05,3,1,51,40,2,779,1,3,681,157.794,1.0,0.7,-115.7156,157.794
119,2016-06-12,0,0,521,6,1,214,0,9,160,47.04,3.0,0.0,18.3456,15.68
120,2016-06-12,0,0,521,6,1,794,1,3,499,30.84,4.0,0.0,13.878,7.71
121,2016-06-12,0,0,521,6,1,1317,1,14,461,226.56,6.0,0.0,63.4368,37.76
122,2016-06-12,0,0,521,6,1,868,1,7,773,115.02,9.0,0.0,51.759,12.78
123,2016-06-12,0,0,521,6,1,1821,2,13,944,68.04,7.0,0.0,19.7316,9.72
124,2014-12-26,2,2,207,41,0,118,0,5,743,600.558,3.0,0.3,-8.5794,200.186
125,2014-09-20,3,0,41,11,0,369,0,16,318,617.7,6.0,0.5,-407.682,102.95
126,2017-11-05,3,0,375,1,3,766,1,3,241,2.388,2.0,0.7,-1.8308,1.194
127,2017-11-05,3,0,375,1,3,1382,1,14,1572,243.992,7.0,0.2,30.499,34.856
128,2016-11-06,2,2,266,3,3,65,0,5,768,81.424,2.0,0.2,-9.1602,40.712
129,2016-11-06,2,2,266,3,3,270,0,9,558,238.56,3.0,0.0,26.2416,79.52
130,2017-02-02,0,1,94,33,1,1762,2,13,149,59.97,5.0,0.4,-11.994,11.994
131,2017-02-02,0,1,94,33,1,1168,1,12,1701,78.304,2.0,0.2,29.364,39.152
132,2017-02-02,0,1,94,33,1,925,1,8,1499,21.456,9.0,0.2,6.9732,2.384
133,2016-10-13,3,0,418,3,3,1129,1,12,1738,20.04,3.0,0.0,9.6192,6.68
134,2016-10-13,3,0,418,3,3,1121,1,12,1662,35.44,1.0,0.0,16.6568,35.44
135,2016-10-13,3,0,418,3,3,506,1,2,1407,11.52,4.0,0.0,3.456,2.88
136,2016-10-13,3,0,418,3,3,929,1,8,908,4.02,2.0,0.0,1.9698,2.01
137,2016-10-13,3,0,418,3,3,837,1,3,722,76.176,3.0,0.2,26.6616,25.392
138,2016-10-13,3,0,418,3,3,1430,1,15,670,65.88,6.0,0.0,18.4464,10.979999999999999
139,2016-10-13,3,0,418,3,3,192,0,9,1029,43.12,14.0,0.0,20.6976,3.0799999999999996
140,2016-09-05,2,1,374,36,1,310,0,9,881,82.8,2.0,0.2,10.35,41.4
141,2017-09-18,3,1,438,3,3,500,1,2,1152,8.82,3.0,0.0,2.3814,2.94
142,2017-09-18,3,1,438,3,3,891,1,7,471,10.86,3.0,0.0,5.1042,3.6199999999999997
143,2017-09-18,3,1,438,3,3,1259,1,12,1696,143.7,3.0,0.0,68.976,47.9
144,2017-12-22,3,0,210,23,0,396,1,1,1417,839.43,3.0,0.0,218.2518,279.81
145,2015-09-07,3,0,364,3,3,1398,1,14,1381,671.93,7.0,0.0,20.1579,95.99
146,2014-10-22,3,2,330,33,1,156,0,9,1442,93.888,4.0,0.2,12.9096,23.472
147,2016-12-05,3,1,156,47,0,1688,2,13,1271,384.45,11.0,0.0,103.8015,34.949999999999996
148,2016-12-05,3,1,156,47,0,1723,2,13,150,149.97,3.0,0.0,5.9988,49.99
149,2016-12-05,3,1,156,47,0,55,0,5,839,1951.84,8.0,0.0,585.552,243.98
150,2016-12-05,3,1,156,47,0,745,1,3,701,171.55,5.0,0.0,80.6285,34.31
151,2016-03-13,0,2,451,1,3,384,1,1,296,157.92,5.0,0.2,17.766,31.583999999999996
152,2016-03-13,0,2,451,1,3,1715,2,13,932,203.184,2.0,0.2,15.2388,101.592
153,2015-05-31,0,1,440,3,3,1141,1,12,1469,58.38,7.0,0.0,26.271,8.34
154,2015-05-31,0,1,440,3,3,1162,1,12,1665,105.52,4.0,0.0,48.5392,26.38
155,2015-05-31,0,1,440,3,3,1350,1,14,1543,80.88,6.0,0.0,21.0288,13.479999999999999
156,2015-05-28,3,2,452,45,3,522,1,2,1117,6.63,3.0,0.0,1.7901,2.21
157,2014-03-01,2,0,452,45,3,118,0,5,743,457.568,2.0,0.2,51.4764,228.784
158,2016-11-20,3,0,134,34,0,979,1,10,229,14.62,2.0,0.0,6.8714,7.31
159,2016-11-20,3,0,134,34,0,1844,2,13,174,944.93,7.0,0.0,236.2325,134.98999999999998
160,2016-05-11,0,0,266,3,3,1186,1,12,1706,5.98,1.0,0.0,2.691,5.98
161,2015-12-28,2,0,374,36,1,1567,2,0,976,54.384,2.0,0.2,1.3596,27.192
162,2016-11-16,3,0,65,29,3,865,1,7,1493,28.4,5.0,0.0,13.348,5.68
163,2016-11-07,3,0,452,45,3,801,1,3,1636,27.68,2.0,0.2,9.688,13.84
164,2014-09-08,3,0,434,41,0,618,1,2,276,9.936,3.0,0.2,2.7324,3.312
165,2014-09-08,3,0,434,41,0,1624,2,11,985,8159.952,8.0,0.4,-1359.992,1019.994
166,2014-09-08,3,0,434,41,0,1325,1,14,1476,275.928,3.0,0.2,-58.6347,91.976
167,2014-09-08,3,0,434,41,0,121,0,5,1363,1740.06,9.0,0.3,-24.858,193.34
168,2014-09-08,3,0,434,41,0,556,1,2,1411,32.064,6.0,0.2,6.8136,5.344
169,2014-09-08,3,0,434,41,0,428,1,1,950,177.98,5.0,0.8,-453.849,35.596
170,2014-09-08,3,0,434,41,0,1823,2,13,930,143.976,3.0,0.2,8.9985,47.992
171,2014-08-05,3,0,266,3,3,1064,1,12,106,20.94,3.0,0.0,9.8418,6.98
172,2014-08-05,3,0,266,3,3,1085,1,12,1698,110.96,2.0,0.0,53.2608,55.48
173,2014-08-05,3,0,266,3,3,111,0,5,771,340.144,7.0,0.2,21.259,48.592
174,2014-09-14,3,1,80,11,0,393,1,1,949,52.448,2.0,0.8,-131.12,26.224
175,2014-09-14,3,1,80,11,0,985,1,10,219,20.16,4.0,0.2,6.552,5.04
176,2017-04-21,2,0,207,41,0,433,1,1,54,97.264,4.0,0.8,-243.16,24.316
177,2015-11-21,2,0,330,33,1,128,0,5,1226,396.802,7.0,0.3,-11.3372,56.686
178,2015-11-21,2,0,330,33,1,1435,1,15,96,15.88,5.0,0.2,-3.7715,3.176
179,2015-12-15,3,2,329,30,1,535,1,2,1408,3.28,1.0,0.0,1.4104,3.28
180,2014-12-05,2,1,116,11,0,1392,1,14,1541,24.816,2.0,0.2,1.8612,12.408
181,2014-12-05,2,1,116,11,0,1589,2,0,917,408.744,7.0,0.2,76.6395,58.392
182,2014-11-19,2,2,308,16,2,1804,2,13,46,503.96,4.0,0.0,131.0296,125.99
183,2014-11-19,2,2,308,16,2,1854,2,13,1164,149.95,5.0,0.0,41.986,29.99
184,2014-11-19,2,2,308,16,2,1527,2,0,791,29.0,2.0,0.0,7.25,14.5
185,2016-11-28,3,0,147,5,1,714,1,3,262,7.16,2.0,0.0,3.4368,3.58
186,2014-08-26,3,2,266,3,3,1524,2,0,1404,176.8,8.0,0.0,22.984,22.1
187,2016-07-16,3,1,172,41,0,1336,1,14,1261,37.224,3.0,0.2,3.7224,12.408
188,2016-07-16,3,1,172,41,0,1141,1,12,1469,20.016,3.0,0.2,6.255,6.672
189,2015-10-12,0,2,329,30,1,22,0,4,168,899.136,4.0,0.2,112.392,224.784
190,2015-10-12,0,2,329,30,1,1730,2,13,890,71.76,6.0,0.0,20.0928,11.96
191,2015-10-12,0,2,329,30,1,1017,1,12,1800,51.84,8.0,0.0,24.8832,6.48
192,2015-10-12,0,2,329,30,1,20,0,4,167,626.352,3.0,0.2,46.9764,208.784
193,2015-10-12,0,2,329,30,1,585,1,2,28,19.9,5.0,0.0,6.567,3.9799999999999995
194,2015-10-31,3,1,399,3,3,860,1,7,1284,14.28,7.0,0.0,6.7116,2.04
195,2014-03-21,3,0,187,33,1,625,1,2,331,7.408,2.0,0.2,1.2038,3.704
196,2014-03-21,3,0,187,33,1,609,1,2,334,6.048,3.0,0.2,1.5876,2.016
197,2017-11-06,3,2,515,28,1,1338,1,14,507,46.26,3.0,0.0,12.0276,15.42
198,2017-07-06,3,1,374,36,1,653,1,3,1305,2.946,2.0,0.7,-2.2586,1.473
199,2017-07-06,3,1,374,36,1,1185,1,12,1649,16.056,3.0,0.2,5.8203,5.352
200,2017-06-24,3,0,2,33,1,1180,1,12,1471,21.744,3.0,0.2,6.795,7.248
201,2014-08-03,0,0,120,4,3,367,0,16,364,218.75,2.0,0.5,-161.875,109.375
202,2014-08-03,0,0,120,4,3,450,1,1,365,2.6,1.0,0.2,0.2925,2.6
203,2017-12-17,2,0,109,41,0,444,1,1,608,66.284,2.0,0.8,-178.9668,33.142
204,2017-06-03,3,1,156,40,2,242,0,9,548,35.168,7.0,0.2,9.6712,5.024
205,2017-12-09,3,0,519,3,3,1746,2,13,1167,444.768,4.0,0.2,44.4768,111.192
206,2017-12-01,3,0,423,20,0,1310,1,14,1553,83.92,4.0,0.0,5.8744,20.98
207,2017-12-01,3,0,423,20,0,1737,2,13,1241,131.98,2.0,0.0,35.6346,65.99
208,2017-12-01,3,0,423,20,0,766,1,3,241,15.92,4.0,0.0,7.4824,3.98
209,2017-12-01,3,0,423,20,0,902,1,8,123,52.29,9.0,0.0,16.2099,5.81
210,2017-12-01,3,0,423,20,0,1346,1,14,775,91.99,1.0,0.0,3.6796,91.99
211,2015-02-09,2,1,109,41,0,1490,2,0,1073,20.8,2.0,0.2,6.5,10.4
212,2015-01-02,3,1,287,33,1,1007,1,10,214,23.68,2.0,0.2,8.88,11.84
213,2015-01-02,3,1,287,33,1,46,0,4,1180,452.45,5.0,0.5,-244.323,90.49
214,2015-01-02,3,1,287,33,1,1791,2,13,1478,62.982,3.0,0.4,-14.6958,20.994
215,2015-01-02,3,1,287,33,1,1625,2,11,431,1188.0,9.0,0.7,-950.4,132.0
216,2015-01-02,3,1,287,33,1,1460,2,0,1463,89.584,2.0,0.2,4.4792,44.792
217,2016-10-28,3,0,266,3,3,1336,1,14,1261,93.06,6.0,0.0,26.0568,15.51
218,2016-10-28,3,0,266,3,3,1776,2,13,114,302.376,3.0,0.2,22.6782,100.79199999999999
219,2015-12-24,0,0,126,33,1,906,1,8,1196,5.584,2.0,0.2,1.8148,2.792
220,2015-12-24,0,0,126,33,1,1243,1,12,1614,22.704,6.0,0.2,8.2302,3.7840000000000003
221,2015-12-24,0,0,126,33,1,752,1,3,904,19.776,4.0,0.7,-13.8432,4.944
222,2015-12-24,0,0,126,33,1,140,0,9,623,72.704,4.0,0.2,19.0848,18.176
223,2015-12-24,0,0,126,33,1,1632,2,11,1522,479.988,4.0,0.7,-383.9904,119.997
224,2015-12-24,0,0,126,33,1,539,1,2,1491,27.168,2.0,0.2,2.7168,13.584
225,2015-08-09,3,1,123,20,0,502,1,2,1414,2.2,1.0,0.0,0.968,2.2
226,2015-08-09,3,1,123,20,0,358,0,16,317,622.45,5.0,0.0,136.939,124.49000000000001
227,2015-08-09,3,1,123,20,0,1371,1,14,1352,21.98,1.0,0.0,0.2198,21.98
228,2015-02-28,3,0,93,40,2,131,0,5,762,161.568,2.0,0.2,-28.2744,80.784
229,2015-02-28,3,0,93,40,2,123,0,5,764,389.696,8.0,0.2,43.8408,48.712
230,2014-09-13,3,1,74,31,2,706,1,3,690,18.648,7.0,0.7,-12.432,2.664
231,2017-04-07,3,2,473,8,2,331,0,16,377,233.86,2.0,0.45,-102.048,116.93
232,2017-04-07,3,2,473,8,2,355,0,16,369,620.6145,3.0,0.45,-248.2458,206.8715
233,2017-04-07,3,2,473,8,2,706,1,3,690,5.328,2.0,0.7,-3.552,2.664
234,2017-04-07,3,2,473,8,2,284,0,9,1540,258.072,3.0,0.2,0.0,86.024
235,2017-04-07,3,2,473,8,2,1569,2,0,1025,617.976,3.0,0.2,-7.7247,205.992
236,2017-11-12,3,1,448,3,3,1171,1,12,1831,10.56,2.0,0.0,4.752,5.28
237,2016-06-04,2,0,80,11,0,1214,1,12,1746,25.92,5.0,0.2,9.396,5.184
238,2016-06-04,2,0,80,11,0,158,0,9,1036,419.68,5.0,0.6,-356.728,83.936
239,2016-06-04,2,0,80,11,0,297,0,9,1497,11.688,3.0,0.6,-4.6752,3.8960000000000004
240,2016-06-04,2,0,80,11,0,1679,2,13,1313,31.984,2.0,0.2,11.1944,15.992
241,2016-06-04,2,0,80,11,0,344,0,16,943,177.225,5.0,0.5,-120.513,35.445
242,2016-06-04,2,0,80,11,0,226,0,9,545,4.044,3.0,0.6,-2.8308,1.3479999999999999
243,2016-06-04,2,0,80,11,0,625,1,2,331,7.408,2.0,0.2,1.2038,3.704
244,2014-06-01,2,2,239,21,0,118,0,5,743,2001.86,7.0,0.0,580.5394,285.97999999999996
245,2014-06-01,2,2,239,21,0,1362,1,14,1383,166.72,2.0,0.0,41.68,83.36
246,2014-06-01,2,2,239,21,0,1249,1,12,109,47.88,6.0,0.0,23.94,7.98
247,2014-06-01,2,2,239,21,0,439,1,1,859,1503.25,5.0,0.0,496.0725,300.65
248,2014-06-01,2,2,239,21,0,1017,1,12,1800,25.92,4.0,0.0,12.4416,6.48
249,2016-12-10,2,0,438,3,3,99,0,5,759,321.568,2.0,0.2,28.1372,160.784
250,2016-09-11,3,0,437,3,3,1271,1,12,1653,7.61,1.0,0.0,3.5767,7.61
251,2016-09-11,3,0,437,3,3,1569,2,0,1025,3347.37,13.0,0.0,636.0003,257.49
252,2016-12-10,0,0,329,30,1,1331,1,14,651,80.58,6.0,0.0,22.5624,13.43
253,2016-12-10,0,0,329,30,1,884,1,7,1583,361.92,4.0,0.0,162.864,90.48
254,2015-11-28,3,1,80,11,0,226,0,9,545,12.132,9.0,0.6,-8.4924,1.3479999999999999
255,2015-11-28,3,1,80,11,0,1415,1,14,291,82.368,2.0,0.2,-19.5624,41.184
256,2015-11-28,3,1,80,11,0,1350,1,14,1543,53.92,5.0,0.2,4.044,10.784
257,2015-11-28,3,1,80,11,0,1733,2,13,1011,647.904,6.0,0.2,56.6916,107.984
258,2017-12-01,2,0,329,30,1,1464,2,0,1375,20.37,3.0,0.0,6.9258,6.79
259,2017-12-01,2,0,329,30,1,1380,1,14,1380,221.55,3.0,0.0,6.6465,73.85000000000001
260,2017-12-01,2,0,329,30,1,774,1,3,49,17.52,5.0,0.2,6.132,3.504
261,2017-06-08,3,1,364,41,0,418,1,1,605,1.624,2.0,0.8,-4.466,0.812
262,2014-09-19,2,1,207,41,0,1624,2,11,985,3059.982,3.0,0.4,-509.997,1019.994
263,2014-09-19,2,1,207,41,0,1659,2,11,1834,2519.958,7.0,0.4,-251.9958,359.994
264,2016-06-06,3,0,80,11,0,1722,2,13,443,328.224,4.0,0.2,28.7196,82.056
265,2015-11-10,3,0,49,3,3,1582,2,0,1089,79.9,2.0,0.0,35.156,39.95
266,2017-06-16,3,1,73,31,2,588,1,2,1319,14.016,3.0,0.2,4.7304,4.672
267,2016-01-22,3,0,314,28,1,934,1,8,283,7.56,6.0,0.0,0.3024,1.26
268,2017-12-09,3,1,83,33,1,1407,1,14,1377,37.208,1.0,0.2,-7.4416,37.208
269,2017-12-09,3,1,83,33,1,894,1,7,1335,57.576,3.0,0.2,21.591,19.192
270,2017-12-28,2,1,438,3,3,1385,1,14,112,725.84,4.0,0.0,210.4936,181.46
271,2015-07-30,0,0,438,3,3,1566,2,0,993,209.93,7.0,0.0,92.3692,29.990000000000002
272,2015-07-30,0,0,438,3,3,253,0,9,1345,5.28,3.0,0.0,2.3232,1.76
273,2015-07-30,0,0,438,3,3,741,1,3,1309,10.92,3.0,0.2,4.095,3.64
274,2017-09-16,0,1,212,3,3,1178,1,12,142,8.82,2.0,0.0,4.0572,4.41
275,2017-09-16,0,1,212,3,3,517,1,2,1138,5.98,1.0,0.0,1.5548,5.98
276,2017-10-13,3,1,374,36,1,1065,1,12,1294,11.648,2.0,0.2,4.0768,5.824
277,2017-10-13,3,1,374,36,1,1267,1,12,111,18.176,4.0,0.2,5.9072,4.544
278,2017-10-13,3,1,374,36,1,1319,1,14,588,59.712,6.0,0.2,5.9712,9.952
279,2017-10-13,3,1,374,36,1,972,1,10,196,24.84,3.0,0.2,8.694,8.28
